1	0	0	-0.0000501366679490 	-0.0000682475917290 
0	1	0	-0.0000954259392948 	0.0000519962787799 
0	0	1	0.0000661426997279 	-0.0000114449952715 
1	1	0	0.0046755426290373 	0.1761838057714620 
0	1	1	-0.0007170943040020 	0.1467234048221240 
1	0	1	0.0153438952969247 	0.1750600354490420 
1	-1	0	0.0177775021732572 	0.1406272475144800 
0	1	-1	0.0177389159778244 	0.1399345750481560 
-1	0	1	0.0013169635102367 	0.1418456804603160 
1	1	1	0.0000046619913444 	-0.0000637896011765 
-1	1	1	-0.0000174427862380 	-0.0001320565243015 
1	-1	1	-0.0000643454397997 	-0.0000003147533095 
1	1	-1	0.0000554959262658 	0.0000227101905205 
2	0	0	0.0011400060040948 	0.0112830228040852 
0	2	0	0.0151618300309230 	-0.0089906663894040 
0	0	2	-0.0140872324280251 	-0.0087019437161109 
2	1	0	-0.0000513164442250 	-0.0000068449106098 
0	2	1	0.0000226786029531 	0.0000145914500660 
1	0	2	0.0000137765880685 	-0.0000336734367423 
2	0	1	0.0000409758440936 	-0.0000129641212352 
1	2	0	-0.0000236355717056 	0.0000231252657934 
0	1	2	0.0000402112079659 	-0.0000072142221679 
2	-1	0	-0.0000478961712250 	0.0000146007354186 
0	2	-1	0.0000158923255388 	-0.0000398710572067 
-1	0	2	-0.0000729373933090 	0.0000732960772482 
2	0	-1	0.0000037991190754 	-0.0000148895049464 
-1	2	0	0.0000765025105333 	-0.0000082780212894 
0	-1	2	-0.0000341830767470 	-0.0000471977598929 
2	1	1	-0.1078735731478450 	0.0121729478025301 
2	1	-1	0.0773557276241251 	-0.0106262658860197 
2	-1	1	-0.0768757423608966 	0.0077527981626397 
2	-1	-1	0.0712438824687082 	-0.0079192882887313 
1	2	1	-0.0763069936792436 	0.0105033916421330 
-1	2	1	0.0920870410284277 	0.0009157027941389 
1	2	-1	-0.0901273825202669 	-0.0006619435977167 
-1	2	-1	0.0615655324493128 	-0.0025375047717653 
1	1	2	-0.0769251701858329 	-0.0016656635316296 
1	-1	2	0.0894238150167544 	-0.0094500977496800 
-1	1	2	-0.0909323497285213 	-0.0115130553011352 
-1	-1	2	0.0604001876308397 	0.0097328656304693 
2	2	0	-0.0447384657500467 	-0.0071022209699797 
0	2	2	-0.0233490071395715 	-0.0001020178037834 
2	0	2	-0.0431003846831016 	0.0171482490133736 
2	-2	0	-0.0305810259714565 	0.0102050370247421 
0	2	-2	-0.0419569206263988 	0.0149473491460977 
-2	0	2	-0.0329219399313473 	0.0031484985927979 
1	2	2	-0.0000016859021714 	0.0000146708294159 
1	2	-2	0.0000342763591085 	0.0000510493692502 
1	-2	2	0.0000291159114376 	0.0000455186006880 
1	-2	-2	0.0000310503075639 	-0.0000371768319251 
2	1	2	0.0000504210583117 	-0.0000107230538508 
-2	1	2	0.0000220581495499 	0.0000603210172905 
2	1	-2	0.0000141212707979 	-0.0000044059076902 
-2	1	-2	0.0000204251564559 	0.0000490263619982 
2	2	1	0.0000388411073829 	-0.0000354456090507 
2	-2	1	0.0000096489109756 	-0.0000019979889975 
-2	2	1	0.0000125955880545 	-0.0000357962233774 
-2	-2	1	-0.0000175464272551 	0.0000050368624743 
2	2	2	-0.0038307768744966 	-0.0319059869081106 
-2	2	2	-0.0054365593426893 	0.0437123924291807 
2	-2	2	0.0028022836017287 	0.0278973106693455 
2	2	-2	0.0032986505234625 	0.0277972385881283 
