1	0	0	-0.0000275491781665 	0.0000033148888632 
0	1	0	-0.0000457034240689 	0.0001346064332225 
0	0	1	0.0000971600293053 	-0.0000718970901505 
1	1	0	0.0010364205795076 	0.1338206210978850 
0	1	1	0.0009472652297805 	0.1564299764510880 
1	0	1	-0.0124678381692173 	0.1326432743224910 
1	-1	0	-0.0097138678015991 	0.1440373276916980 
0	1	-1	0.0002271718415935 	0.1577285173203120 
-1	0	1	0.0052706879090689 	0.1444948786700520 
1	1	1	-0.0000494981205330 	-0.0000260486469293 
-1	1	1	-0.0000492923474938 	-0.0000053910616664 
1	-1	1	0.0000408144011713 	-0.0000278763572952 
1	1	-1	-0.0000311681026844 	0.0000274623087581 
2	0	0	-0.0022426269485301 	0.0191262075862809 
0	2	0	-0.0075243948755089 	0.0004002552409854 
0	0	2	0.0068701226433219 	0.0002434262161677 
2	1	0	-0.0000612147500162 	0.0000116803448953 
0	2	1	-0.0000665264692722 	0.0000228029150441 
1	0	2	0.0000462019587009 	0.0000340395864358 
2	0	1	0.0000170682357094 	0.0000418959584117 
1	2	0	-0.0000025116813271 	-0.0000875286454732 
0	1	2	0.0000555065842021 	0.0000067019732030 
2	-1	0	0.0000173927536701 	-0.0000075133980229 
0	2	-1	-0.0000826449729519 	-0.0000446336529736 
-1	0	2	0.0000395871268916 	0.0000011067984468 
2	0	-1	0.0000418436786300 	0.0000526031027771 
-1	2	0	0.0000359177450134 	-0.0000094424489347 
0	-1	2	-0.0000429519938955 	-0.0000449570178087 
2	1	1	-0.0988868888262997 	-0.0089045263232949 
2	1	-1	0.0651947457910592 	0.0129412687418743 
2	-1	1	-0.0661891722369760 	0.0003433847571520 
2	-1	-1	0.0793934128328443 	0.0081564104922110 
1	2	1	-0.0673915202098124 	0.0175059026728549 
-1	2	1	0.0892964602871346 	-0.0063224837866763 
1	2	-1	-0.0706641087978050 	-0.0067218419858755 
-1	2	-1	0.0860965060774492 	-0.0204420428906199 
1	1	2	-0.0651292893783273 	-0.0224726375833810 
1	-1	2	0.0713868551112176 	-0.0011066253384293 
-1	1	2	-0.0900956311759614 	0.0050027212835680 
-1	-1	2	0.0880731427601820 	0.0123573547097319 
2	2	0	-0.0279651774354893 	-0.0178631307654124 
0	2	2	-0.0600870680818117 	0.0001488120866523 
2	0	2	-0.0303325157607545 	0.0130677039624673 
2	-2	0	-0.0247287208159168 	-0.0018362870768720 
0	2	-2	-0.0765480809345093 	-0.0031550232475464 
-2	0	2	-0.0238528368137997 	0.0032941154829427 
1	2	2	-0.0000336864038780 	0.0000163237686205 
1	2	-2	-0.0000257297313508 	-0.0000028704254930 
1	-2	2	-0.0000953644030948 	0.0000032811712083 
1	-2	-2	-0.0000301697233764 	0.0000169948724581 
2	1	2	-0.0000778838867318 	-0.0000387911015234 
-2	1	2	0.0000061804548780 	-0.0000023122253159 
2	1	-2	-0.0000680433124811 	0.0000674149344667 
-2	1	-2	0.0000182389004352 	0.0000036765092470 
2	2	1	0.0000692130918520 	-0.0000187969783953 
2	-2	1	0.0000373970884843 	0.0000194756668351 
-2	2	1	0.0000468964284449 	-0.0000013776475637 
-2	-2	1	-0.0001047117094387 	0.0000863830327111 
2	2	2	0.0030739268964356 	-0.0360050553060696 
-2	2	2	0.0052464619382039 	0.0447078115133979 
2	-2	2	0.0014968963709143 	0.0345555945937085 
2	2	-2	-0.0075227338785500 	0.0333393034770839 
