1	0	0	-1.90E-04	6.18E-04
0	1	0	-2.06E-04	6.68E-04
0	0	1	-8.03E-05	5.81E-04
1	1	0	-0.006808618	0.145990279
0	1	1	-6.67E-03	0.145994234
1	0	1	-0.002064595	0.146310983
1	-1	0	0.004706308	0.145765175
0	1	-1	-0.0044452	0.146013151
-1	0	1	0.000151336	0.145835271
1	1	1	-7.84E-04	-3.12E-04
-1	1	1	2.86E-04	-8.90E-05
1	-1	1	2.87E-04	-8.11E-05
1	1	-1	2.59E-04	-5.33E-08
2	0	0	0.0004858	1.81524E-05
0	2	0	0.000349529	-9.01545E-05
0	0	2	0.000462674	-2.94336E-05
2	1	0	-3.84E-04	-5.53E-04
0	2	1	-3.62E-04	-5.50E-04
1	0	2	-3.75E-04	-4.84E-04
2	0	1	-6.65E-04	-3.97E-04
1	2	0	-6.76E-04	-4.77E-04
0	1	2	-6.34E-04	-3.62E-04
2	-1	0	-4.15E-04	-2.55E-04
0	2	-1	-3.91E-04	-2.52E-04
-1	0	2	-3.17E-04	-2.55E-04
2	0	-1	1.71E-04	4.28E-04
-1	2	0	1.46E-04	3.58E-04
0	-1	2	2.25E-04	3.72E-04
2	1	1	-0.079999189	-0.004673019
2	1	-1	0.079707064	0.003849767
2	-1	1	-0.080118453	0.001236782
2	-1	-1	0.079757601	-0.002738592
1	2	1	-0.079661942	-0.007212503
-1	2	1	0.079624779	0.006289358
1	2	-1	-0.079900562	-0.006292272
-1	2	-1	0.079688979	4.79E-03
1	1	2	-0.079967098	-0.004679571
1	-1	2	0.080048197	-0.001260695
-1	1	2	-0.079932062	-0.00373803
-1	-1	2	0.079888891	-0.002809643
2	2	0	-0.045080878	-0.004249055
0	2	2	-0.045111224	-4.21E-03
2	0	2	-0.04535407	-0.001427759
2	-2	0	-0.045110381	0.0028617
0	2	-2	-0.045208453	-0.002878442
-2	0	2	-0.045165848	2.21559E-05
1	2	2	5.50E-04	-4.77E-04
1	2	-2	-1.16E-04	1.47E-04
1	-2	2	-3.06E-04	-2.52E-04
1	-2	-2	2.47E-04	-1.82E-04
2	1	2	5.09E-04	-5.11E-04
-2	1	2	-9.45E-05	1.94E-04
2	1	-2	-2.98E-04	-2.54E-04
-2	1	-2	2.78E-04	-1.06E-04
2	2	1	5.40E-04	-4.77E-04
2	-2	1	-1.51E-04	1.29E-04
-2	2	1	-2.38E-04	-3.16E-04
-2	-2	1	2.13E-04	-1.47E-04
2	2	2	0.004027601	-0.037487341
-2	2	2	-0.002938415	0.037572965
2	-2	2	0.001763931	0.037699147
2	2	-2	-0.003002435	0.037559732
