1	0	0	1.61E-04	-6.42E-04
0	1	0	1.57E-04	-6.48E-04
0	0	1	1.54E-04	-6.76E-04
1	1	0	0.006644389	-0.145856653
0	1	1	0.006635642	-0.1457466
1	0	1	0.002152911	-0.146060043
1	-1	0	-0.00469279	-0.145965376
0	1	-1	0.004576599	-0.146140775
-1	0	1	-1.13E-04	-0.146043089
1	1	1	-8.02E-04	-4.03E-04
-1	1	1	2.59E-04	-9.53E-05
1	-1	1	2.47E-04	-1.08E-04
1	1	-1	2.62E-04	-1.19E-04
2	0	0	4.59E-04	-1.91E-05
0	2	0	3.48E-04	2.00E-04
0	0	2	4.53E-04	1.10E-05
2	1	0	-1.98E-04	4.14E-04
0	2	1	-2.03E-04	4.10E-04
1	0	2	-2.16E-04	3.99E-04
2	0	1	-8.11E-04	3.18E-04
1	2	0	-7.99E-04	2.82E-04
0	1	2	-7.89E-04	2.64E-04
2	-1	0	-1.89E-04	1.76E-04
0	2	-1	-2.11E-04	1.45E-04
-1	0	2	-1.98E-04	2.15E-04
2	0	-1	6.71E-06	-2.94E-04
-1	2	0	3.07E-05	-2.85E-04
0	-1	2	8.89E-05	-3.38E-04
2	1	1	-0.0798404	-0.004988897
2	1	-1	0.080005026	0.003440143
2	-1	1	-0.079864834	0.001562614
2	-1	-1	0.079956839	-0.002461869
1	2	1	-0.079484136	-0.007381294
-1	2	1	0.07987214	0.005969204
1	2	-1	-0.079745435	-0.005997745
-1	2	-1	0.079846569	0.005068656
1	1	2	-0.079808499	-0.004987136
1	-1	2	0.080152157	-0.001631305
-1	1	2	-0.079696123	-0.003376361
-1	-1	2	0.079973613	-0.002484
2	2	0	-0.045129449	-0.004297542
0	2	2	-0.044991652	-0.004288989
2	0	2	-0.045412064	-0.001400767
2	-2	0	-0.045157933	0.002833615
0	2	-2	-0.045180635	-0.002864812
-2	0	2	-0.045210252	1.61E-05
1	2	2	1.97E-04	5.24E-04
1	2	-2	-1.77E-04	-1.08E-04
1	-2	2	-3.80E-04	2.33E-04
1	-2	-2	1.67E-04	1.71E-04
2	1	2	2.91E-04	5.41E-04
-2	1	2	-2.20E-04	-3.89E-05
2	1	-2	-3.91E-04	2.57E-04
-2	1	-2	1.13E-04	1.60E-04
2	2	1	2.38E-04	4.82E-04
2	-2	1	-2.09E-04	-4.60E-05
-2	2	1	-3.37E-04	2.13E-04
-2	-2	1	1.38E-04	1.32E-04
2	2	2	-0.004106012	0.037500935
-2	2	2	0.002871094	-0.03754895
2	-2	2	-0.001874652	-0.037691064
2	2	-2	0.002894184	-0.037560384
